shipment_id,order_id,shipment_status,shipment_provider,shipped_date,delivered_date
96839,96839,processing,FedEx,,
96840,96840,delivered,FedEx,2025-12-10 19:27:39,2025-12-16 19:27:39
96841,96841,cancelled,,,
96842,96842,processing,UPS,,
96843,96843,processing,UPS,,
96844,96844,cancelled,,,
96845,96845,delivered,FedEx,2025-07-15 16:26:22,2025-07-20 16:26:22
96846,96846,processing,DHL,,
96847,96847,cancelled,,,
96848,96848,processing,DHL,,
96849,96849,delivered,UPS,2025-09-07 20:04:46,2025-09-09 20:04:46
96850,96850,delivered,InPost,2026-03-06 12:45:34,2026-03-08 12:45:34
96851,96851,shipped,InPost,2026-04-18 15:57:32,
96852,96852,delivered,UPS,2025-10-07 06:13:13,2025-10-13 06:13:13
96853,96853,cancelled,,,
96854,96854,shipped,FedEx,2026-03-11 04:03:56,
96855,96855,delivered,FedEx,2025-08-20 00:44:13,2025-08-21 00:44:13
96856,96856,shipped,UPS,2025-10-01 18:47:12,
96857,96857,delivered,DHL,2025-07-03 11:21:28,2025-07-11 11:21:28
96858,96858,delivered,DPD,2025-05-16 03:08:23,2025-05-18 03:08:23
96859,96859,shipped,DHL,2025-09-30 00:59:41,
96860,96860,delivered,UPS,2025-12-27 16:34:16,2026-01-04 16:34:16
96861,96861,processing,InPost,,
96862,96862,processing,DPD,,
96863,96863,delivered,DPD,2025-07-08 16:48:12,2025-07-18 16:48:12
96864,96864,delivered,DHL,2026-02-03 02:43:21,2026-02-09 02:43:21
96865,96865,delivered,UPS,2026-05-03 02:24:21,2026-05-05 02:24:21
96866,96866,delivered,DPD,2025-12-23 10:16:30,2025-12-28 10:16:30
96867,96867,delivered,DPD,2025-09-02 17:01:20,2025-09-03 17:01:20
96868,96868,delivered,FedEx,2025-10-11 11:08:07,2025-10-14 11:08:07
96869,96869,shipped,UPS,2026-03-04 20:04:02,
96870,96870,shipped,UPS,2025-10-30 13:28:11,
96871,96871,cancelled,,,
96872,96872,cancelled,,,
96873,96873,delivered,DPD,2025-12-23 10:37:08,2026-01-02 10:37:08
96874,96874,shipped,InPost,2025-06-27 15:09:11,
96875,96875,delivered,DHL,2025-08-26 23:04:06,2025-09-02 23:04:06
96876,96876,cancelled,,,
96877,96877,shipped,InPost,2025-12-03 07:04:19,
96878,96878,processing,DHL,,
96879,96879,cancelled,,,
96880,96880,delivered,UPS,2025-08-14 16:49:53,2025-08-18 16:49:53
96881,96881,shipped,DHL,2025-12-02 16:02:36,
96882,96882,processing,DPD,,
96883,96883,processing,InPost,,
96884,96884,delivered,UPS,2025-08-04 11:11:25,2025-08-09 11:11:25
96885,96885,cancelled,,,
96886,96886,delivered,DPD,2026-02-20 20:45:05,2026-02-26 20:45:05
96887,96887,processing,InPost,,
96888,96888,cancelled,,,
96889,96889,delivered,DHL,2025-08-27 07:23:42,2025-09-05 07:23:42
96890,96890,processing,InPost,,
96891,96891,delivered,UPS,2025-07-08 20:45:55,2025-07-18 20:45:55
96892,96892,delivered,DPD,2025-08-22 20:43:43,2025-08-29 20:43:43
96893,96893,shipped,InPost,2025-07-07 18:09:49,
96894,96894,processing,InPost,,
96895,96895,shipped,InPost,2025-07-12 11:21:00,
96896,96896,cancelled,,,
96897,96897,delivered,FedEx,2025-12-28 23:39:12,2026-01-02 23:39:12
96898,96898,cancelled,,,
96899,96899,cancelled,,,
96900,96900,cancelled,,,
96901,96901,cancelled,,,
96902,96902,shipped,FedEx,2025-06-20 15:13:02,
96903,96903,delivered,DPD,2025-10-20 03:55:00,2025-10-24 03:55:00
96904,96904,processing,UPS,,
96905,96905,delivered,FedEx,2025-12-25 21:05:20,2025-12-27 21:05:20
96906,96906,delivered,FedEx,2026-01-26 13:02:33,2026-02-05 13:02:33
96907,96907,processing,DPD,,
96908,96908,processing,InPost,,
96909,96909,shipped,DHL,2026-02-05 00:33:08,
96910,96910,shipped,UPS,2026-04-25 07:43:17,
96911,96911,shipped,InPost,2025-05-10 15:48:20,
96912,96912,shipped,DPD,2025-10-30 09:25:54,
96913,96913,cancelled,,,
96914,96914,shipped,FedEx,2026-01-31 04:36:06,
96915,96915,processing,FedEx,,
96916,96916,cancelled,,,
96917,96917,shipped,FedEx,2025-11-02 04:21:33,
96918,96918,shipped,DHL,2025-05-27 12:21:33,
96919,96919,shipped,UPS,2025-06-01 09:36:43,
96920,96920,shipped,InPost,2026-02-04 20:37:26,
96921,96921,shipped,UPS,2025-06-02 12:23:01,
96922,96922,processing,UPS,,
96923,96923,processing,UPS,,
96924,96924,cancelled,,,
96925,96925,processing,FedEx,,
96926,96926,delivered,DPD,2025-11-29 03:12:45,2025-12-01 03:12:45
96927,96927,shipped,FedEx,2025-09-08 17:21:13,
96928,96928,shipped,FedEx,2025-07-16 15:16:37,
96929,96929,processing,FedEx,,
96930,96930,cancelled,,,
96931,96931,shipped,UPS,2025-05-25 11:21:26,
96932,96932,processing,DPD,,
96933,96933,delivered,DPD,2025-07-15 19:00:23,2025-07-19 19:00:23
96934,96934,delivered,InPost,2025-08-05 04:30:26,2025-08-10 04:30:26
96935,96935,cancelled,,,
96936,96936,delivered,DPD,2025-06-16 14:05:07,2025-06-21 14:05:07
96937,96937,delivered,UPS,2025-09-02 06:29:40,2025-09-10 06:29:40
96938,96938,processing,InPost,,
96939,96939,shipped,DHL,2025-11-07 14:29:15,
96940,96940,processing,DHL,,
96941,96941,shipped,UPS,2025-05-26 00:11:15,
96942,96942,shipped,DHL,2025-08-24 07:03:18,
96943,96943,processing,InPost,,
96944,96944,cancelled,,,
96945,96945,cancelled,,,
96946,96946,processing,InPost,,
96947,96947,shipped,FedEx,2025-05-15 18:39:40,
96948,96948,processing,DPD,,
96949,96949,processing,DHL,,
96950,96950,cancelled,,,
96951,96951,shipped,InPost,2026-03-05 10:36:15,
96952,96952,delivered,DPD,2026-03-25 12:38:43,2026-03-26 12:38:43
96953,96953,delivered,InPost,2025-08-05 06:36:24,2025-08-13 06:36:24
96954,96954,cancelled,,,
96955,96955,delivered,DPD,2025-11-27 08:20:26,2025-12-03 08:20:26
96956,96956,shipped,InPost,2025-12-02 06:15:46,
96957,96957,cancelled,,,
96958,96958,delivered,InPost,2025-10-25 22:32:24,2025-10-28 22:32:24
96959,96959,shipped,InPost,2025-07-03 08:56:36,
96960,96960,processing,DHL,,
96961,96961,cancelled,,,
96962,96962,shipped,DHL,2025-06-10 18:21:13,
96963,96963,cancelled,,,
96964,96964,processing,DPD,,
96965,96965,delivered,DPD,2025-10-30 04:55:22,2025-11-08 04:55:22
96966,96966,delivered,UPS,2026-04-03 14:01:18,2026-04-04 14:01:18
96967,96967,delivered,FedEx,2025-06-07 09:09:50,2025-06-17 09:09:50
96968,96968,shipped,UPS,2026-02-24 17:34:11,
96969,96969,shipped,UPS,2025-10-05 15:31:32,
96970,96970,delivered,UPS,2025-11-06 19:39:26,2025-11-15 19:39:26
96971,96971,shipped,FedEx,2025-05-13 04:41:09,
96972,96972,processing,UPS,,
96973,96973,cancelled,,,
96974,96974,delivered,DHL,2025-07-08 08:43:40,2025-07-12 08:43:40
96975,96975,cancelled,,,
96976,96976,processing,FedEx,,
96977,96977,delivered,UPS,2025-05-15 10:09:25,2025-05-25 10:09:25
96978,96978,delivered,UPS,2025-08-20 13:38:12,2025-08-28 13:38:12
96979,96979,delivered,DHL,2026-03-26 19:29:26,2026-04-03 19:29:26
96980,96980,delivered,FedEx,2026-02-16 23:21:40,2026-02-26 23:21:40
96981,96981,processing,DHL,,
96982,96982,delivered,InPost,2026-04-06 02:56:51,2026-04-15 02:56:51
96983,96983,cancelled,,,
96984,96984,shipped,DPD,2025-11-16 18:56:10,
96985,96985,delivered,DPD,2026-01-25 16:01:51,2026-01-31 16:01:51
96986,96986,cancelled,,,
96987,96987,shipped,FedEx,2025-06-09 22:15:41,
96988,96988,cancelled,,,
96989,96989,cancelled,,,
96990,96990,shipped,FedEx,2026-05-05 00:54:47,
96991,96991,processing,DPD,,
96992,96992,processing,FedEx,,
96993,96993,delivered,UPS,2026-03-08 10:20:11,2026-03-16 10:20:11
96994,96994,cancelled,,,
96995,96995,cancelled,,,
96996,96996,processing,InPost,,
96997,96997,delivered,DHL,2026-03-02 11:47:34,2026-03-08 11:47:34
96998,96998,processing,DHL,,
96999,96999,shipped,DHL,2026-04-17 18:35:14,
97000,97000,processing,DHL,,
97001,97001,shipped,DHL,2026-05-05 06:01:30,
97002,97002,delivered,FedEx,2025-12-04 14:25:15,2025-12-08 14:25:15
97003,97003,processing,DHL,,
97004,97004,delivered,DPD,2026-05-09 09:23:01,2026-05-10 09:23:01
97005,97005,shipped,FedEx,2026-04-18 05:50:57,
97006,97006,cancelled,,,
97007,97007,processing,DHL,,
97008,97008,shipped,UPS,2025-11-14 14:24:12,
97009,97009,cancelled,,,
97010,97010,delivered,UPS,2025-08-19 18:59:56,2025-08-20 18:59:56
97011,97011,shipped,DHL,2025-07-17 20:01:59,
97012,97012,delivered,UPS,2025-12-27 01:06:56,2025-12-31 01:06:56
97013,97013,processing,DPD,,
97014,97014,delivered,FedEx,2025-06-21 02:53:57,2025-07-01 02:53:57
97015,97015,processing,UPS,,
97016,97016,shipped,UPS,2025-05-13 11:24:30,
97017,97017,processing,DPD,,
97018,97018,cancelled,,,
97019,97019,shipped,UPS,2025-06-14 11:21:50,
97020,97020,cancelled,,,
97021,97021,cancelled,,,
97022,97022,shipped,FedEx,2026-01-11 01:44:41,
97023,97023,shipped,InPost,2025-08-24 17:51:11,
97024,97024,delivered,UPS,2026-03-26 09:55:15,2026-04-05 09:55:15
97025,97025,delivered,FedEx,2025-10-19 05:44:13,2025-10-26 05:44:13
97026,97026,delivered,UPS,2025-10-23 11:00:38,2025-10-31 11:00:38
97027,97027,delivered,UPS,2025-11-14 20:39:52,2025-11-17 20:39:52
97028,97028,shipped,DHL,2026-01-21 20:00:22,
97029,97029,delivered,DHL,2025-11-23 13:08:57,2025-12-01 13:08:57
97030,97030,processing,DPD,,
97031,97031,delivered,DPD,2026-02-01 22:08:18,2026-02-02 22:08:18
97032,97032,delivered,DHL,2025-06-09 16:50:29,2025-06-10 16:50:29
97033,97033,shipped,DHL,2026-02-07 13:42:45,
97034,97034,processing,DHL,,
97035,97035,shipped,DPD,2025-08-31 18:34:32,
97036,97036,cancelled,,,
97037,97037,processing,DHL,,
97038,97038,delivered,UPS,2025-11-24 11:43:45,2025-11-28 11:43:45
97039,97039,processing,InPost,,
97040,97040,shipped,UPS,2025-06-21 21:42:25,
97041,97041,processing,UPS,,
97042,97042,shipped,UPS,2025-08-06 11:49:03,
97043,97043,shipped,DPD,2025-10-01 12:19:26,
97044,97044,delivered,DPD,2025-06-21 07:50:32,2025-06-28 07:50:32
97045,97045,delivered,UPS,2025-11-13 01:52:14,2025-11-21 01:52:14
97046,97046,cancelled,,,
97047,97047,processing,InPost,,
97048,97048,delivered,UPS,2026-03-10 11:43:16,2026-03-16 11:43:16
97049,97049,cancelled,,,
97050,97050,processing,UPS,,
97051,97051,cancelled,,,
97052,97052,processing,InPost,,
97053,97053,processing,DHL,,
97054,97054,delivered,UPS,2026-03-10 11:50:24,2026-03-11 11:50:24
97055,97055,shipped,DHL,2026-03-05 22:42:06,
97056,97056,processing,InPost,,
97057,97057,shipped,DPD,2025-06-27 13:38:38,
97058,97058,shipped,UPS,2026-04-11 05:57:50,
97059,97059,delivered,DPD,2026-01-09 21:14:52,2026-01-10 21:14:52
97060,97060,shipped,UPS,2025-05-30 03:20:36,
97061,97061,cancelled,,,
97062,97062,shipped,FedEx,2025-07-29 20:00:25,
97063,97063,cancelled,,,
97064,97064,processing,DHL,,
97065,97065,cancelled,,,
97066,97066,delivered,InPost,2026-01-05 16:52:22,2026-01-15 16:52:22
97067,97067,processing,DPD,,
97068,97068,processing,UPS,,
97069,97069,cancelled,,,
97070,97070,processing,InPost,,
97071,97071,cancelled,,,
97072,97072,shipped,DPD,2026-03-31 14:17:03,
97073,97073,shipped,UPS,2026-02-13 16:11:23,
97074,97074,delivered,InPost,2026-02-14 03:23:16,2026-02-22 03:23:16
97075,97075,delivered,DHL,2025-05-27 04:02:23,2025-06-05 04:02:23
97076,97076,cancelled,,,
97077,97077,delivered,FedEx,2025-10-11 02:50:41,2025-10-16 02:50:41
97078,97078,processing,UPS,,
97079,97079,cancelled,,,
97080,97080,shipped,UPS,2026-04-07 01:22:41,
97081,97081,delivered,FedEx,2026-04-05 00:17:52,2026-04-07 00:17:52
97082,97082,cancelled,,,
97083,97083,processing,InPost,,
97084,97084,delivered,FedEx,2026-03-02 12:01:00,2026-03-10 12:01:00
97085,97085,cancelled,,,
97086,97086,shipped,DPD,2025-07-24 12:16:56,
97087,97087,processing,UPS,,
97088,97088,processing,DHL,,
97089,97089,shipped,DHL,2025-06-23 00:17:08,
97090,97090,delivered,FedEx,2025-12-18 05:58:15,2025-12-24 05:58:15
97091,97091,cancelled,,,
97092,97092,processing,InPost,,
97093,97093,delivered,UPS,2025-12-20 17:10:34,2025-12-29 17:10:34
97094,97094,processing,DPD,,
97095,97095,processing,UPS,,
97096,97096,processing,UPS,,
97097,97097,processing,UPS,,
97098,97098,cancelled,,,
97099,97099,cancelled,,,
97100,97100,shipped,InPost,2025-12-07 15:07:26,
97101,97101,delivered,InPost,2026-01-15 20:06:55,2026-01-23 20:06:55
97102,97102,processing,DHL,,
97103,97103,shipped,DHL,2025-07-30 15:35:09,
97104,97104,processing,UPS,,
97105,97105,shipped,DHL,2025-08-18 09:47:55,
97106,97106,cancelled,,,
97107,97107,cancelled,,,
97108,97108,processing,InPost,,
97109,97109,cancelled,,,
97110,97110,processing,DPD,,
97111,97111,shipped,FedEx,2025-12-21 15:00:26,
97112,97112,shipped,FedEx,2026-01-05 22:13:29,
97113,97113,processing,DHL,,
97114,97114,cancelled,,,
97115,97115,processing,DPD,,
97116,97116,cancelled,,,
97117,97117,processing,DHL,,
97118,97118,delivered,InPost,2026-04-21 13:33:06,2026-04-29 13:33:06
97119,97119,processing,FedEx,,
97120,97120,processing,DHL,,
97121,97121,cancelled,,,
97122,97122,shipped,DPD,2025-08-06 04:08:54,
97123,97123,shipped,DHL,2026-04-29 00:04:48,
97124,97124,processing,InPost,,
97125,97125,delivered,FedEx,2025-11-21 05:44:26,2025-11-30 05:44:26
97126,97126,shipped,InPost,2025-08-18 10:06:54,
97127,97127,processing,DPD,,
97128,97128,processing,DPD,,
97129,97129,processing,FedEx,,
97130,97130,processing,InPost,,
97131,97131,delivered,FedEx,2025-08-16 18:32:14,2025-08-20 18:32:14
97132,97132,processing,DHL,,
97133,97133,shipped,FedEx,2025-11-02 09:17:51,
97134,97134,processing,UPS,,
97135,97135,cancelled,,,
97136,97136,processing,DPD,,
97137,97137,shipped,UPS,2025-12-12 11:21:29,
97138,97138,shipped,UPS,2025-08-26 10:31:41,
97139,97139,processing,FedEx,,
97140,97140,shipped,DHL,2026-03-20 23:29:50,
97141,97141,shipped,DHL,2026-01-23 04:18:11,
97142,97142,delivered,InPost,2026-01-08 06:12:35,2026-01-16 06:12:35
97143,97143,cancelled,,,
97144,97144,delivered,UPS,2025-12-18 12:15:53,2025-12-20 12:15:53
97145,97145,cancelled,,,
97146,97146,shipped,FedEx,2025-07-10 17:14:25,
97147,97147,processing,DHL,,
97148,97148,processing,DPD,,
97149,97149,processing,DHL,,
97150,97150,shipped,DHL,2026-02-22 20:22:47,
97151,97151,delivered,UPS,2026-03-28 03:15:03,2026-04-04 03:15:03
97152,97152,processing,FedEx,,
97153,97153,shipped,DHL,2025-09-26 14:19:12,
97154,97154,delivered,DHL,2026-03-25 21:55:31,2026-04-02 21:55:31
97155,97155,processing,DHL,,
97156,97156,delivered,FedEx,2026-01-26 03:26:40,2026-01-27 03:26:40
97157,97157,shipped,InPost,2026-02-04 07:24:10,
97158,97158,cancelled,,,
97159,97159,shipped,DHL,2025-08-27 10:10:56,
97160,97160,processing,InPost,,
97161,97161,shipped,UPS,2025-06-30 06:24:55,
97162,97162,processing,DHL,,
97163,97163,processing,UPS,,
97164,97164,cancelled,,,
97165,97165,processing,DHL,,
97166,97166,shipped,FedEx,2025-07-04 19:11:13,
97167,97167,cancelled,,,
97168,97168,cancelled,,,
97169,97169,shipped,InPost,2025-10-11 13:36:05,
97170,97170,processing,UPS,,
97171,97171,shipped,FedEx,2025-12-25 23:32:30,
97172,97172,delivered,UPS,2025-06-18 20:24:49,2025-06-24 20:24:49
97173,97173,shipped,DPD,2025-08-01 06:59:18,
97174,97174,cancelled,,,
97175,97175,shipped,FedEx,2026-05-10 07:47:10,
97176,97176,processing,UPS,,
97177,97177,cancelled,,,
97178,97178,cancelled,,,
97179,97179,shipped,FedEx,2026-04-18 13:50:50,
97180,97180,processing,FedEx,,
97181,97181,cancelled,,,
97182,97182,cancelled,,,
97183,97183,cancelled,,,
97184,97184,processing,UPS,,
97185,97185,shipped,FedEx,2026-01-31 05:35:13,
97186,97186,delivered,UPS,2026-01-15 09:53:58,2026-01-24 09:53:58
97187,97187,processing,InPost,,
97188,97188,delivered,FedEx,2025-11-16 05:55:50,2025-11-25 05:55:50
97189,97189,shipped,DHL,2025-10-10 07:08:04,
97190,97190,cancelled,,,
97191,97191,shipped,FedEx,2026-04-07 16:31:06,
97192,97192,cancelled,,,
97193,97193,shipped,DHL,2026-04-12 22:18:23,
97194,97194,shipped,DHL,2026-02-14 02:47:05,
97195,97195,delivered,FedEx,2025-10-27 05:39:38,2025-10-30 05:39:38
97196,97196,shipped,InPost,2025-11-27 11:10:28,
97197,97197,cancelled,,,
97198,97198,processing,UPS,,
97199,97199,shipped,UPS,2025-11-29 13:36:52,
97200,97200,processing,InPost,,
97201,97201,cancelled,,,
97202,97202,cancelled,,,
97203,97203,shipped,DPD,2025-12-13 06:40:07,
97204,97204,shipped,UPS,2025-06-05 04:46:44,
97205,97205,processing,DPD,,
97206,97206,delivered,DPD,2025-12-31 23:32:54,2026-01-05 23:32:54
97207,97207,delivered,InPost,2025-06-05 14:12:37,2025-06-06 14:12:37
97208,97208,cancelled,,,
97209,97209,shipped,FedEx,2025-12-01 06:31:47,
97210,97210,processing,DHL,,
97211,97211,delivered,FedEx,2026-04-13 04:56:49,2026-04-14 04:56:49
97212,97212,cancelled,,,
97213,97213,processing,UPS,,
97214,97214,shipped,DPD,2025-06-14 02:04:14,
97215,97215,cancelled,,,
97216,97216,delivered,DHL,2025-10-07 18:16:58,2025-10-14 18:16:58
97217,97217,shipped,UPS,2025-10-19 13:00:39,
97218,97218,shipped,FedEx,2025-08-12 16:26:18,
97219,97219,delivered,InPost,2025-07-31 04:19:19,2025-08-04 04:19:19
97220,97220,delivered,InPost,2025-07-17 07:24:01,2025-07-19 07:24:01
97221,97221,processing,DHL,,
97222,97222,shipped,UPS,2025-08-12 11:27:53,
97223,97223,shipped,InPost,2025-06-11 07:20:45,
97224,97224,delivered,InPost,2025-06-10 17:31:04,2025-06-16 17:31:04
97225,97225,delivered,DHL,2025-07-13 22:29:33,2025-07-20 22:29:33
97226,97226,shipped,InPost,2025-11-17 15:19:04,
97227,97227,shipped,DPD,2025-10-16 04:33:54,
97228,97228,processing,DHL,,
97229,97229,delivered,InPost,2025-06-11 08:10:22,2025-06-19 08:10:22
97230,97230,processing,UPS,,
97231,97231,processing,UPS,,
97232,97232,delivered,FedEx,2025-12-29 06:17:42,2026-01-05 06:17:42
97233,97233,delivered,DHL,2025-09-17 19:25:53,2025-09-18 19:25:53
97234,97234,shipped,DHL,2025-09-26 17:52:21,
97235,97235,cancelled,,,
97236,97236,shipped,UPS,2025-09-18 11:06:23,
97237,97237,shipped,InPost,2026-01-13 13:12:36,
97238,97238,cancelled,,,
97239,97239,delivered,UPS,2025-10-14 04:18:24,2025-10-24 04:18:24
97240,97240,shipped,UPS,2025-05-12 18:11:04,
97241,97241,delivered,FedEx,2025-09-06 03:14:15,2025-09-13 03:14:15
97242,97242,processing,DHL,,
97243,97243,delivered,DPD,2026-04-21 13:38:06,2026-04-28 13:38:06
97244,97244,delivered,DPD,2026-02-13 08:28:56,2026-02-14 08:28:56
97245,97245,cancelled,,,
97246,97246,cancelled,,,
97247,97247,cancelled,,,
97248,97248,delivered,InPost,2025-08-05 07:27:21,2025-08-08 07:27:21
97249,97249,cancelled,,,
97250,97250,shipped,DPD,2025-08-11 17:06:51,
97251,97251,shipped,DPD,2026-02-03 23:58:28,
97252,97252,shipped,DPD,2025-09-08 11:12:47,
97253,97253,processing,FedEx,,
97254,97254,shipped,InPost,2025-10-31 23:59:07,
97255,97255,processing,DPD,,
97256,97256,shipped,InPost,2025-12-03 10:07:41,
97257,97257,cancelled,,,
97258,97258,shipped,FedEx,2026-05-05 12:42:08,
97259,97259,processing,FedEx,,
97260,97260,delivered,DPD,2025-10-04 06:53:19,2025-10-05 06:53:19
97261,97261,shipped,DPD,2025-08-23 08:22:28,
97262,97262,cancelled,,,
97263,97263,delivered,DPD,2026-01-11 20:32:21,2026-01-13 20:32:21
97264,97264,delivered,UPS,2025-09-24 08:12:25,2025-09-27 08:12:25
97265,97265,delivered,DHL,2026-02-02 12:16:05,2026-02-08 12:16:05
97266,97266,processing,DPD,,
97267,97267,delivered,DPD,2026-02-24 13:51:34,2026-02-26 13:51:34
97268,97268,delivered,InPost,2026-01-14 18:48:06,2026-01-15 18:48:06
97269,97269,processing,UPS,,
97270,97270,shipped,DPD,2026-03-23 17:24:10,
97271,97271,cancelled,,,
97272,97272,cancelled,,,
97273,97273,cancelled,,,
97274,97274,processing,UPS,,
97275,97275,delivered,UPS,2025-09-19 23:09:04,2025-09-28 23:09:04
97276,97276,cancelled,,,
97277,97277,processing,DHL,,
97278,97278,shipped,DHL,2025-10-19 14:13:25,
97279,97279,processing,FedEx,,
97280,97280,shipped,DHL,2026-03-15 09:31:18,
97281,97281,cancelled,,,
97282,97282,processing,DHL,,
97283,97283,processing,FedEx,,
97284,97284,delivered,FedEx,2026-01-18 23:24:41,2026-01-24 23:24:41
97285,97285,shipped,DPD,2025-07-11 02:04:06,
97286,97286,delivered,DPD,2026-03-22 10:40:50,2026-03-28 10:40:50
97287,97287,shipped,DHL,2026-04-20 07:54:18,
97288,97288,delivered,FedEx,2025-11-09 18:41:48,2025-11-18 18:41:48
97289,97289,delivered,FedEx,2026-03-07 13:12:00,2026-03-16 13:12:00
97290,97290,delivered,FedEx,2026-01-04 00:14:36,2026-01-14 00:14:36
97291,97291,processing,InPost,,
97292,97292,shipped,UPS,2025-07-03 23:17:47,
97293,97293,shipped,DHL,2026-05-04 18:49:24,
97294,97294,processing,UPS,,
97295,97295,shipped,DHL,2025-06-14 19:59:55,
97296,97296,shipped,DHL,2025-10-12 11:45:20,
97297,97297,processing,DPD,,
97298,97298,cancelled,,,
97299,97299,processing,FedEx,,
97300,97300,processing,DHL,,
97301,97301,shipped,FedEx,2025-12-18 11:15:59,
97302,97302,processing,InPost,,
97303,97303,delivered,UPS,2025-12-31 06:21:17,2026-01-02 06:21:17
97304,97304,shipped,DHL,2025-12-31 10:11:32,
97305,97305,processing,FedEx,,
97306,97306,shipped,DHL,2025-09-07 06:18:56,
97307,97307,cancelled,,,
97308,97308,processing,FedEx,,
97309,97309,shipped,InPost,2025-08-07 02:24:35,
97310,97310,delivered,DHL,2025-10-08 15:23:35,2025-10-13 15:23:35
97311,97311,processing,DHL,,
97312,97312,cancelled,,,
97313,97313,cancelled,,,
97314,97314,shipped,DHL,2025-12-08 01:55:10,
97315,97315,cancelled,,,
97316,97316,delivered,UPS,2025-05-11 06:54:51,2025-05-13 06:54:51
97317,97317,delivered,DPD,2025-12-01 12:52:37,2025-12-10 12:52:37
97318,97318,cancelled,,,
97319,97319,delivered,DHL,2025-12-24 06:56:28,2026-01-03 06:56:28
97320,97320,delivered,DHL,2025-07-21 12:18:41,2025-07-26 12:18:41
97321,97321,delivered,DPD,2026-04-09 13:28:16,2026-04-12 13:28:16
97322,97322,processing,UPS,,
97323,97323,delivered,UPS,2025-09-09 08:29:47,2025-09-16 08:29:47
97324,97324,cancelled,,,
97325,97325,delivered,UPS,2025-12-27 19:43:45,2026-01-01 19:43:45
97326,97326,processing,InPost,,
97327,97327,cancelled,,,
97328,97328,delivered,DHL,2026-01-09 19:25:08,2026-01-19 19:25:08
97329,97329,shipped,DPD,2025-12-01 02:41:30,
97330,97330,processing,InPost,,
97331,97331,cancelled,,,
97332,97332,shipped,DPD,2025-12-11 19:53:56,
97333,97333,delivered,DHL,2025-09-19 15:08:32,2025-09-29 15:08:32
97334,97334,cancelled,,,
97335,97335,processing,UPS,,
97336,97336,cancelled,,,
97337,97337,cancelled,,,
97338,97338,processing,InPost,,
97339,97339,delivered,DPD,2025-08-21 20:47:03,2025-08-22 20:47:03
97340,97340,cancelled,,,
97341,97341,delivered,DPD,2025-12-08 05:21:17,2025-12-11 05:21:17
97342,97342,shipped,DPD,2026-02-28 18:49:25,
97343,97343,processing,FedEx,,
97344,97344,processing,InPost,,
97345,97345,shipped,DPD,2026-02-04 07:06:27,
97346,97346,shipped,UPS,2025-10-31 15:40:18,
97347,97347,shipped,InPost,2025-11-06 12:01:21,
97348,97348,delivered,DPD,2026-04-24 20:36:57,2026-05-02 20:36:57
97349,97349,processing,InPost,,
97350,97350,shipped,InPost,2025-07-08 09:34:30,
97351,97351,processing,UPS,,
97352,97352,processing,DPD,,
97353,97353,shipped,DPD,2025-06-06 22:07:50,
97354,97354,processing,DPD,,
97355,97355,processing,DPD,,
97356,97356,delivered,InPost,2025-05-21 13:05:50,2025-05-28 13:05:50
97357,97357,shipped,InPost,2026-01-12 18:52:08,
97358,97358,processing,InPost,,
97359,97359,shipped,DPD,2026-05-01 06:22:57,
97360,97360,cancelled,,,
97361,97361,cancelled,,,
97362,97362,shipped,DPD,2025-10-11 13:21:21,
97363,97363,shipped,DHL,2026-03-17 18:49:50,
97364,97364,delivered,DHL,2025-11-16 21:10:58,2025-11-23 21:10:58
97365,97365,shipped,UPS,2026-02-25 06:26:13,
97366,97366,delivered,FedEx,2025-05-21 00:00:47,2025-05-26 00:00:47
97367,97367,cancelled,,,
97368,97368,shipped,FedEx,2025-10-20 09:34:21,
97369,97369,shipped,DPD,2025-08-08 03:21:17,
97370,97370,cancelled,,,
97371,97371,cancelled,,,
97372,97372,shipped,InPost,2025-08-16 09:44:58,
97373,97373,shipped,UPS,2026-04-04 18:48:15,
97374,97374,shipped,DPD,2025-08-09 22:37:48,
97375,97375,cancelled,,,
97376,97376,delivered,InPost,2025-07-25 10:38:35,2025-07-28 10:38:35
97377,97377,delivered,UPS,2025-09-12 15:13:40,2025-09-14 15:13:40
97378,97378,cancelled,,,
97379,97379,cancelled,,,
97380,97380,delivered,InPost,2026-03-17 16:53:44,2026-03-18 16:53:44
97381,97381,delivered,FedEx,2025-07-23 18:32:18,2025-07-25 18:32:18
97382,97382,processing,DPD,,
97383,97383,cancelled,,,
97384,97384,shipped,FedEx,2025-08-15 12:58:46,
97385,97385,cancelled,,,
97386,97386,delivered,InPost,2025-06-08 21:18:41,2025-06-13 21:18:41
97387,97387,processing,DPD,,
97388,97388,delivered,FedEx,2026-03-13 12:54:53,2026-03-18 12:54:53
97389,97389,delivered,FedEx,2026-02-20 23:30:21,2026-02-25 23:30:21
97390,97390,shipped,InPost,2026-02-25 11:26:29,
97391,97391,processing,DHL,,
97392,97392,cancelled,,,
97393,97393,cancelled,,,
97394,97394,delivered,DPD,2025-10-07 08:26:07,2025-10-09 08:26:07
97395,97395,cancelled,,,
97396,97396,delivered,FedEx,2025-12-06 18:24:37,2025-12-07 18:24:37
97397,97397,cancelled,,,
97398,97398,shipped,DHL,2025-09-26 12:15:38,
97399,97399,delivered,FedEx,2025-07-11 12:08:52,2025-07-15 12:08:52
97400,97400,cancelled,,,
